Age,Gender,Academic_Level,Primary_Platform,Daily_Usage_Hours,Weekend_Extra_Hours,Device_Type,Sleep_Duration_Hours,Sleep_Quality_Score,Late_Night_Usage,Social_Comparison_Frequency,Perceived_Stress_Score,Mental_Health_Index,Academic_Performance_GPA,Overall_Impact
23,1,1,4,3.7,1.8,1,7.9,3,0,2,11.0,83,3.84,2
20,0,2,6,5.7,1.5,1,7.4,3,1,2,12.0,82,3.52,2
19,0,2,0,7.8,1.9,1,6.5,1,0,1,12.0,77,2.92,2
21,1,2,4,9.1,1.8,1,6.2,1,1,2,25.0,63,2.99,1
15,1,0,5,7.8,1.7,1,5.3,1,1,3,22.0,65,3.46,1
21,0,0,5,10.5,0.5,1,5.5,1,1,2,25.0,53,2.83,1
16,1,0,6,5.3,0.7,1,6.6,2,0,1,6.0,96,3.93,2
22,0,2,4,7.1,2.1,1,6.0,2,1,4,18.0,73,2.74,1
18,1,0,0,3.5,0.9,1,6.8,2,0,4,11.0,81,3.56,2
20,0,2,5,4.4,2.8,1,8.1,4,0,4,7.0,83,4.0,2
18,0,2,4,9.3,0.8,1,5.3,1,1,3,23.0,65,2.67,1
19,0,2,0,3.2,2.4,1,7.8,2,1,4,18.0,96,4.0,2
18,0,2,4,11.4,2.1,1,3.5,1,1,2,29.0,40,2.93,0
17,1,0,6,7.5,1.8,1,6.7,2,0,3,16.0,68,3.2,2
18,0,2,1,7.6,2.8,1,4.5,1,1,2,24.0,69,3.52,1
15,1,0,0,9.0,1.7,1,5.8,1,1,3,14.0,65,2.82,2
21,1,2,3,4.5,1.7,1,6.6,3,0,2,12.0,88,3.17,2
19,0,2,4,3.7,1.6,1,7.6,3,1,2,6.0,86,3.89,2
20,0,2,3,4.2,1.8,1,7.2,3,0,3,10.0,81,3.54,2
19,1,2,4,2.9,1.3,0,5.7,2,0,1,0.0,81,3.81,2
20,0,2,6,7.9,1.3,1,5.9,2,1,3,18.0,69,3.25,2
19,0,2,0,5.6,2.7,1,5.0,1,1,3,23.0,69,3.14,1
18,0,2,4,7.0,2.4,1,6.5,2,0,2,14.0,65,3.09,2
15,0,0,6,4.2,0.6,1,6.9,2,1,1,13.0,88,3.31,2
17,0,0,6,2.3,2.0,1,8.1,3,0,2,4.0,84,3.21,2
17,0,0,0,6.3,1.5,1,5.4,1,0,2,8.0,74,3.62,2
17,0,0,0,5.0,1.1,1,7.0,3,1,2,12.0,62,2.84,2
19,0,2,4,6.0,1.4,0,7.7,2,1,2,11.0,74,3.16,2
20,0,2,6,2.8,3.2,2,8.1,3,1,3,9.0,80,4.0,2
17,0,0,0,9.8,2.2,2,7.1,2,1,3,24.0,65,2.97,1
19,1,2,5,7.3,1.3,2,7.1,2,1,4,18.0,68,2.99,1
18,1,0,3,3.2,2.9,0,7.3,4,1,1,10.0,98,3.36,2
17,1,0,4,5.3,1.8,1,8.3,3,1,1,9.0,90,3.79,2
19,1,2,6,5.4,2.2,1,5.0,2,0,0,15.0,78,3.28,2
17,1,0,0,4.7,1.5,1,6.9,3,0,2,9.0,92,3.46,2
22,1,2,2,6.3,1.8,1,6.6,2,1,2,9.0,70,3.52,2
19,0,2,6,3.0,2.1,0,7.9,3,0,4,13.0,90,3.34,2
19,0,2,0,6.6,1.2,1,6.8,1,0,4,15.0,70,3.23,2
15,1,0,3,3.5,2.3,1,8.9,4,1,2,8.0,98,3.93,2
19,1,2,0,9.7,1.4,1,5.7,1,0,4,26.0,65,2.99,1
18,0,2,2,3.9,2.1,0,7.8,3,0,3,9.0,92,4.0,2
16,1,0,0,5.7,2.0,1,6.3,1,1,1,20.0,78,3.35,2
18,3,2,6,5.1,3.2,1,6.9,3,1,2,20.0,84,3.4,2
18,0,2,4,6.5,1.5,2,7.5,2,1,3,13.0,88,3.49,2
20,0,2,0,7.4,2.6,1,5.8,1,1,3,19.0,64,3.37,1
19,1,2,6,3.9,0.7,1,8.1,4,0,0,4.0,89,4.0,2
17,0,0,6,7.9,2.0,1,5.3,1,1,1,23.0,66,2.2,1
20,1,2,4,6.1,2.3,1,5.2,1,1,2,12.0,66,3.14,2
17,1,0,0,5.5,2.0,1,8.0,3,1,2,7.0,98,2.96,2
20,1,2,4,4.0,1.2,1,7.6,3,0,3,5.0,88,3.84,2
20,0,2,6,6.6,2.2,1,5.2,2,1,4,24.0,68,3.34,1
19,1,0,2,2.5,1.4,1,7.6,2,0,1,11.0,94,3.14,2
20,0,2,4,3.8,1.4,1,6.8,3,0,3,10.0,92,4.0,2
23,1,2,4,4.7,2.4,1,6.4,2,0,2,15.0,88,3.27,2
15,0,0,4,2.1,2.5,1,7.4,4,0,3,13.0,90,3.7,2
22,1,1,0,4.9,1.3,1,8.0,3,0,2,6.0,98,3.84,2
20,0,2,4,10.0,1.6,1,5.3,1,0,2,27.0,67,2.82,1
19,0,2,0,5.0,2.2,1,7.2,3,0,1,3.0,81,3.74,2
21,1,2,4,4.1,2.0,1,6.7,3,1,1,9.0,92,3.83,2
19,1,2,0,4.5,2.3,2,7.2,3,1,1,11.0,79,3.0,2
20,0,2,4,4.3,0.9,1,7.8,4,0,4,12.0,88,3.83,2
18,0,2,3,3.9,2.2,0,7.8,4,0,2,13.0,83,3.57,2
18,1,2,3,2.2,0.0,1,7.7,4,1,4,7.0,98,3.99,2
21,0,2,4,5.2,2.1,1,6.5,2,1,4,12.0,86,3.96,2
17,0,0,0,9.7,1.3,0,5.6,1,0,3,21.0,61,2.97,1
18,1,2,6,5.6,2.2,0,7.4,3,1,4,15.0,74,3.13,2
20,0,2,2,6.0,2.3,1,5.9,2,1,0,17.0,77,3.79,2
16,0,0,4,5.8,0.7,1,5.6,2,1,2,13.0,68,2.98,2
19,1,2,4,8.5,2.5,1,4.8,1,1,4,18.0,51,3.1,1
16,1,0,3,1.9,1.0,0,7.7,3,1,1,6.0,89,3.75,2
21,1,2,0,9.1,1.4,1,5.6,1,1,3,21.0,64,2.55,1
18,0,2,6,3.5,1.8,1,6.4,3,0,3,11.0,74,3.65,2
19,0,2,0,9.9,0.7,1,6.1,1,1,3,32.0,60,2.75,0
17,0,0,4,4.1,2.3,1,5.9,3,1,2,14.0,84,3.01,2
18,0,2,0,1.7,1.6,1,6.0,3,0,2,5.0,87,3.96,2
18,0,2,3,4.6,3.0,1,7.4,2,0,3,11.0,87,3.76,2
19,1,2,0,5.7,2.5,1,5.5,2,1,4,22.0,67,3.32,1
26,1,2,4,5.1,0.7,1,7.2,4,1,3,7.0,85,4.0,2
19,1,2,4,3.9,1.5,1,8.1,3,1,0,10.0,89,3.36,2
20,1,2,5,2.5,2.3,1,8.4,3,0,2,11.0,91,3.56,2
16,1,0,6,6.7,1.3,1,5.7,2,1,2,12.0,77,3.13,2
19,1,2,4,4.3,3.0,1,9.3,4,0,3,6.0,98,3.79,2
19,1,2,4,3.7,2.1,1,7.6,4,0,2,15.0,91,3.27,2
19,1,2,3,5.8,2.4,1,5.3,1,1,4,14.0,78,3.51,2
20,0,2,3,5.7,1.6,0,5.5,2,1,4,17.0,74,3.53,2
19,1,2,0,8.8,3.4,1,5.9,2,1,2,24.0,73,3.25,1
20,0,2,4,4.6,1.4,1,7.4,3,1,4,21.0,86,3.29,2
20,0,2,0,2.5,1.7,1,9.6,4,1,3,0.0,98,4.0,2
18,1,2,6,2.2,0.6,1,8.0,3,0,3,5.0,97,4.0,2
18,1,2,6,7.6,1.6,0,7.4,3,1,2,17.0,84,3.46,2
18,0,2,5,5.9,2.4,1,6.4,1,1,2,20.0,78,2.99,2
19,0,2,6,5.3,2.4,0,6.8,3,1,2,13.0,91,3.32,2
19,0,2,0,7.6,2.3,1,6.5,3,1,4,19.0,69,3.37,2
19,3,2,6,5.3,0.4,1,5.5,2,0,2,14.0,82,2.98,2
16,0,0,0,5.1,2.8,1,5.5,2,0,1,14.0,78,3.62,2
19,1,2,2,7.2,2.3,1,7.4,3,1,3,11.0,85,3.68,2
17,0,0,0,5.1,1.1,1,5.7,3,1,2,17.0,74,3.66,2
17,0,0,0,4.1,0.4,1,5.5,3,1,2,11.0,75,3.38,2
23,0,1,4,3.7,3.4,1,5.9,2,1,2,14.0,83,3.84,2
23,1,1,0,12.4,2.5,1,4.6,1,1,2,19.0,51,3.51,1
23,2,2,6,3.9,1.2,1,5.8,2,1,2,10.0,68,3.23,2
20,0,2,0,5.0,1.5,1,8.2,2,0,1,12.0,92,3.99,2
17,0,0,0,3.8,0.5,1,7.9,3,0,3,7.0,89,3.69,2
20,0,2,3,3.3,1.3,1,8.5,4,0,2,12.0,89,3.57,2
16,3,0,5,3.2,3.0,1,7.0,2,0,1,10.0,86,3.37,2
17,1,0,4,2.7,0.4,1,6.4,2,0,2,9.0,98,3.89,2
17,1,0,4,4.6,2.3,1,7.7,1,1,4,20.0,82,3.11,2
18,0,2,0,4.0,1.6,1,8.4,3,0,2,7.0,89,3.8,2
19,2,2,6,3.7,0.5,1,8.1,3,1,3,7.0,91,3.29,2
18,2,2,3,5.0,2.8,0,5.6,3,1,0,10.0,73,4.0,2
17,1,0,1,6.4,1.3,0,6.9,3,1,2,21.0,67,3.02,1
19,1,2,4,6.8,2.4,0,5.6,2,1,1,15.0,73,3.47,2
19,1,2,2,9.4,2.9,1,5.6,2,1,4,21.0,64,2.82,1
17,1,0,0,2.9,2.0,0,8.2,3,0,2,8.0,86,3.53,2
19,0,2,5,2.8,2.8,1,6.9,3,0,2,9.0,83,3.25,2
17,1,0,0,10.0,1.4,1,5.8,1,0,3,19.0,61,2.83,1
16,0,0,0,3.0,2.0,1,7.2,2,1,4,10.0,88,3.98,2
19,0,2,3,6.6,1.0,1,6.8,4,0,1,12.0,83,3.36,2
19,1,2,0,4.5,2.4,1,7.2,3,0,4,15.0,83,3.66,2
17,0,0,6,2.9,1.7,1,7.4,4,0,2,14.0,84,3.44,2
19,1,2,4,5.6,1.0,1,7.1,3,1,2,12.0,91,3.67,2
18,0,0,3,3.1,1.8,1,6.8,3,0,1,10.0,89,3.78,2
20,0,2,0,6.9,2.0,0,4.9,1,1,3,13.0,69,3.04,1
19,0,2,0,3.0,1.6,1,6.7,2,0,2,16.0,88,3.29,2
21,0,0,0,4.6,3.2,2,7.3,3,1,3,0.0,81,3.53,2
16,0,0,0,6.4,1.9,1,6.7,2,1,2,12.0,78,3.52,2
21,1,2,0,4.3,1.0,1,6.5,3,1,2,8.0,89,3.57,2
17,1,0,6,11.6,1.4,1,3.9,1,1,2,21.0,53,3.32,1
18,0,2,2,3.7,2.4,1,6.1,4,1,3,12.0,77,3.81,2
22,1,1,4,3.2,2.6,1,8.6,4,0,2,13.0,98,3.6,2
18,0,2,0,1.4,2.3,0,8.3,5,0,2,0.0,98,4.0,2
19,0,2,5,3.5,1.9,1,8.0,3,1,2,15.0,91,3.67,2
20,1,2,4,7.9,0.6,1,6.5,2,1,2,24.0,75,3.3,1
26,1,1,6,9.2,1.5,1,4.8,1,1,2,13.0,68,2.83,1
19,1,0,0,5.4,2.8,1,5.9,1,1,3,15.0,79,3.57,2
17,0,0,4,3.4,2.6,1,7.9,2,0,2,9.0,77,3.32,2
17,0,0,0,3.7,2.5,0,6.8,2,0,3,6.0,93,3.87,2
18,1,2,4,4.6,1.0,1,7.4,3,0,3,6.0,92,3.78,2
25,1,1,4,2.0,1.2,1,8.2,3,0,0,2.0,98,3.84,2
22,1,1,0,5.3,2.0,1,5.8,2,1,2,9.0,80,3.14,2
19,0,0,6,5.2,2.0,1,6.8,3,1,4,11.0,72,3.42,2
19,0,2,3,11.1,1.1,0,4.0,1,1,3,22.0,52,2.56,1
20,1,2,4,5.7,1.7,0,6.8,4,1,3,18.0,79,3.29,2
19,0,2,6,5.1,1.6,1,6.2,2,1,2,21.0,78,3.34,2
19,0,2,3,4.6,2.9,1,7.3,3,1,2,5.0,79,3.4,2
18,0,2,5,5.4,1.8,1,7.3,3,1,4,12.0,91,3.49,2
17,1,0,3,6.7,1.8,0,6.5,2,1,2,12.0,89,3.32,2
20,0,2,4,5.4,0.9,1,7.8,3,1,2,12.0,82,3.08,2
26,0,1,0,8.6,1.4,1,5.7,2,1,2,9.0,73,3.34,2
17,1,0,3,6.5,0.8,1,6.2,2,1,4,12.0,76,3.1,2
18,0,2,5,2.6,1.1,1,7.6,3,1,3,1.0,86,3.87,2
20,1,0,0,4.4,2.9,1,6.5,2,0,2,13.0,82,3.26,2
20,0,2,2,4.3,3.0,1,7.0,3,0,0,12.0,83,3.42,2
21,0,2,0,2.0,1.7,1,8.5,4,0,3,9.0,98,4.0,2
17,0,0,6,4.5,1.1,1,7.0,2,1,3,13.0,76,3.59,2
18,1,2,4,2.5,0.9,1,7.6,3,1,1,10.0,92,3.13,2
20,1,2,6,1.7,0.9,1,9.1,4,1,2,1.0,98,3.89,2
18,3,2,4,8.2,2.2,1,6.6,2,1,1,20.0,65,2.92,1
16,1,0,6,2.2,1.4,0,7.3,4,0,2,7.0,94,3.26,2
21,0,2,6,4.0,2.4,0,6.5,3,0,2,18.0,74,3.42,2
23,1,2,4,13.5,1.3,1,3.6,1,0,1,36.0,36,2.66,0
17,0,0,0,8.5,2.0,1,6.7,1,1,2,14.0,72,3.28,2
17,1,0,4,5.6,1.9,1,7.0,3,1,2,13.0,84,2.92,2
17,1,0,0,8.5,2.0,1,6.7,2,1,4,23.0,69,3.49,1
16,1,0,3,4.8,1.0,1,6.9,3,0,2,12.0,76,3.32,2
20,0,2,3,5.6,0.0,1,4.8,2,1,4,13.0,82,3.13,2
18,1,2,4,6.5,2.0,1,7.5,2,1,3,6.0,82,3.88,2
20,1,2,4,12.2,1.9,1,3.9,1,1,1,27.0,53,2.29,0
19,2,0,3,3.2,2.0,0,7.5,3,1,1,7.0,84,3.86,2
25,0,1,4,2.8,0.9,0,8.1,4,1,3,0.0,98,3.66,2
16,0,0,0,3.3,0.5,1,6.6,2,0,2,9.0,81,3.38,2
16,1,0,0,2.2,0.7,1,8.2,3,0,1,10.0,91,4.0,2
15,0,0,4,4.4,1.2,1,7.0,2,0,2,12.0,80,3.46,2
17,1,0,6,5.6,1.5,1,7.6,2,0,1,13.0,81,3.53,2
20,0,2,0,4.4,2.4,1,8.1,4,1,2,18.0,92,3.42,2
17,2,0,0,6.6,1.9,1,5.1,1,0,3,16.0,78,3.79,2
15,0,0,6,2.7,3.3,1,7.1,4,0,3,7.0,98,3.35,2
18,1,2,6,2.7,1.5,1,8.3,4,0,3,0.0,92,3.71,2
18,0,2,0,3.1,1.7,1,6.6,2,0,3,7.0,92,3.37,2
18,1,2,3,11.1,1.2,1,5.0,1,1,3,25.0,45,2.95,1
18,0,2,2,3.3,1.4,0,6.7,2,0,3,2.0,90,3.5,2
20,0,2,4,4.9,1.6,1,6.3,3,0,1,9.0,89,3.61,2
21,1,2,0,3.2,1.9,1,7.6,2,0,2,6.0,98,3.69,2
18,0,2,6,6.1,3.7,1,7.0,3,1,4,17.0,86,3.22,2
15,2,0,0,4.7,0.4,1,7.8,2,1,2,9.0,79,3.63,2
17,1,0,4,2.3,2.9,1,8.2,3,1,2,0.0,98,4.0,2
18,1,2,0,4.7,1.8,1,6.9,2,1,1,12.0,83,3.46,2
15,0,0,4,6.5,1.5,1,7.0,3,1,2,12.0,85,2.98,2
19,1,0,4,4.1,2.4,1,6.3,3,0,2,8.0,92,3.58,2
19,1,2,4,7.1,0.8,1,4.7,1,0,1,17.0,67,3.02,1
21,0,2,4,2.3,1.9,0,7.0,4,0,4,10.0,85,3.44,2
17,0,0,6,7.8,1.7,1,6.0,1,1,2,30.0,67,2.45,1
19,0,2,4,3.1,3.0,1,8.2,4,0,3,16.0,89,3.45,2
24,1,1,6,2.3,1.2,1,7.6,4,0,2,2.0,98,4.0,2
19,0,2,4,5.6,1.2,1,6.9,3,0,1,14.0,81,3.3,2
19,0,2,4,2.7,1.1,1,8.0,3,1,2,20.0,95,3.26,2
17,1,0,3,3.7,2.0,1,7.0,2,0,1,11.0,79,3.56,2
20,0,2,4,4.1,3.4,0,7.1,3,1,1,19.0,76,3.38,2
19,1,0,4,3.7,2.7,1,8.0,4,0,2,14.0,97,3.67,2
17,1,0,6,2.3,2.9,1,7.2,3,0,1,12.0,78,3.65,2
18,0,2,3,3.6,2.9,1,6.4,2,0,3,9.0,82,3.74,2
21,1,2,4,2.8,1.7,1,8.6,3,1,2,6.0,87,3.44,2
18,1,2,3,4.9,2.4,1,6.7,2,0,2,10.0,86,3.41,2
19,0,2,5,6.1,1.7,1,7.6,2,1,2,5.0,80,3.42,2
23,0,1,0,6.6,1.7,1,5.9,1,1,3,11.0,78,3.4,2
16,0,0,2,3.4,2.4,1,8.4,4,1,2,10.0,92,3.4,2
15,0,0,4,2.8,3.4,1,6.3,3,0,3,7.0,83,3.58,2
19,0,2,6,3.1,2.3,1,8.1,3,1,1,7.0,96,3.38,2
18,1,2,0,2.3,1.6,1,9.1,5,0,2,8.0,94,4.0,2
17,1,0,6,6.8,3.0,1,7.1,2,1,2,8.0,81,2.93,2
20,0,2,6,2.7,1.6,1,7.4,4,1,3,0.0,98,4.0,2
16,1,0,4,7.7,2.7,1,6.5,2,1,1,20.0,60,3.84,2
22,2,2,0,5.8,2.4,1,6.8,3,1,1,11.0,74,2.93,2
17,0,0,2,8.3,1.4,1,4.4,1,1,3,8.0,74,2.66,2
18,1,2,4,5.6,2.3,1,7.6,3,1,1,11.0,91,3.17,2
17,1,0,6,4.5,0.9,1,7.9,3,1,2,2.0,94,3.52,2
17,1,0,4,3.7,1.8,1,6.7,2,1,0,13.0,92,3.76,2
17,0,0,0,7.9,2.6,1,5.6,2,1,1,25.0,70,2.79,1
17,1,0,4,3.8,2.1,1,7.7,2,1,3,4.0,90,4.0,2
17,1,0,6,3.9,1.8,1,7.6,3,1,1,11.0,84,3.89,2
15,0,0,0,6.6,0.7,1,7.1,2,1,1,11.0,70,3.46,2
19,1,2,5,5.1,2.6,1,8.2,3,1,2,9.0,87,4.0,2
17,0,0,6,5.2,2.3,1,7.4,3,1,1,5.0,86,3.67,2
22,0,1,0,3.5,2.6,1,7.1,3,0,0,16.0,87,3.97,2
16,0,0,4,4.0,1.0,1,8.6,3,0,0,7.0,96,3.55,2
19,1,2,5,11.7,1.2,1,4.7,1,1,2,24.0,54,2.64,1
18,0,2,3,5.1,2.0,1,4.4,1,0,0,19.0,86,3.44,2
18,1,2,3,5.0,3.2,0,7.1,1,0,1,7.0,70,3.77,2
18,0,2,4,3.9,0.7,1,5.5,1,1,2,7.0,89,3.33,2
15,0,0,6,3.0,2.6,1,6.0,3,1,2,5.0,85,3.48,2
18,0,2,0,4.4,2.5,1,8.0,5,0,2,12.0,91,3.12,2
23,0,1,2,4.4,1.8,0,9.1,3,0,3,19.0,87,3.91,2
16,1,0,0,3.6,1.8,0,5.0,2,1,3,18.0,71,2.92,1
18,1,2,6,8.9,1.5,2,5.4,1,1,3,19.0,62,3.16,1
18,0,2,0,1.8,1.6,1,7.6,3,0,2,13.0,94,3.99,2
19,1,2,6,3.8,2.0,0,7.5,3,0,4,13.0,83,3.46,2
18,1,2,6,2.9,1.4,2,7.0,3,0,3,13.0,90,3.64,2
16,1,0,4,4.3,2.2,1,7.0,2,1,3,13.0,92,3.58,2
18,0,2,4,3.6,2.0,1,7.0,2,0,4,8.0,81,3.38,2
22,1,1,0,4.9,2.9,1,7.6,3,0,0,9.0,83,3.26,2
18,0,0,0,4.6,0.9,1,6.0,2,1,3,27.0,81,3.84,2
18,0,0,0,4.6,1.0,1,7.3,3,0,2,12.0,85,3.81,2
24,1,2,4,3.7,1.5,1,7.5,5,1,3,13.0,91,3.17,2
19,0,2,4,7.9,2.9,1,4.9,2,1,1,24.0,72,2.94,1
18,1,2,4,2.9,2.3,1,7.6,3,0,1,2.0,98,3.63,2
18,1,2,4,7.7,0.7,1,6.9,2,1,2,16.0,74,3.46,2
18,1,2,4,4.4,1.8,1,7.1,3,0,3,15.0,82,3.4,2
18,1,2,0,5.1,1.8,1,5.6,2,1,1,19.0,73,3.37,2
18,1,2,6,8.7,2.7,1,7.2,3,1,1,26.0,62,2.86,1
18,0,2,0,7.6,1.7,0,5.4,1,1,1,18.0,64,3.12,1
18,1,2,4,5.6,1.9,1,8.0,2,1,4,12.0,83,3.4,2
16,2,0,6,4.0,2.2,1,5.9,3,1,3,16.0,73,3.41,2
21,1,2,3,3.1,2.1,1,6.7,3,1,4,10.0,92,3.18,2
21,1,2,4,4.6,2.9,0,8.3,5,0,3,17.0,82,3.64,2
16,1,0,0,1.7,1.9,1,8.2,3,0,4,6.0,98,3.45,2
17,1,0,0,2.5,0.0,1,6.8,3,1,3,4.0,89,3.62,2
21,1,2,6,1.9,1.8,1,8.8,5,0,2,7.0,98,3.49,2
17,0,0,6,4.2,1.1,1,5.8,2,1,2,11.0,80,3.89,2
18,1,0,4,3.9,2.3,1,6.1,2,0,0,24.0,81,3.21,2
22,0,1,0,5.7,1.9,1,6.3,2,1,4,16.0,70,3.43,2
18,1,2,6,4.4,2.1,1,6.3,2,0,2,14.0,80,3.32,2
17,1,0,2,6.9,1.5,1,6.7,1,1,3,16.0,74,3.33,2
17,0,0,0,3.6,1.0,1,8.1,5,0,2,10.0,85,3.42,2
18,1,2,4,4.8,2.3,1,6.9,3,0,3,15.0,73,3.69,2
23,0,2,0,7.3,1.5,1,6.7,2,1,1,14.0,69,3.09,2
17,1,0,4,6.4,2.0,1,6.7,3,1,1,19.0,79,3.02,2
16,0,0,0,4.3,2.4,0,8.4,4,1,3,13.0,94,3.72,2
16,0,0,6,4.2,2.1,1,8.3,4,0,2,12.0,94,3.56,2
18,1,0,5,5.7,1.2,1,6.7,3,1,2,9.0,80,3.2,2
17,0,0,4,6.4,1.8,1,5.6,2,1,2,20.0,73,3.38,2
19,1,2,6,3.0,1.6,0,7.7,4,0,2,9.0,96,4.0,2
18,1,2,4,10.4,1.9,1,4.8,1,0,2,29.0,56,2.37,0
21,0,2,0,8.1,2.0,1,6.5,2,1,2,21.0,69,2.91,1
19,0,2,0,6.3,1.8,1,6.8,2,1,3,13.0,85,3.08,2
18,0,2,2,2.8,3.1,1,7.3,3,0,3,10.0,98,3.76,2
20,1,2,0,4.7,1.5,1,7.5,3,0,2,7.0,93,3.36,2
22,1,1,2,4.6,0.0,1,7.0,3,1,0,12.0,78,3.61,2
17,0,0,0,4.4,0.9,1,6.0,3,0,3,11.0,86,3.44,2
18,0,2,3,5.4,2.7,1,7.3,3,1,2,2.0,78,3.82,2
17,1,0,5,3.5,1.7,1,7.9,4,1,1,18.0,84,3.53,2
20,1,2,0,10.1,2.5,1,4.8,1,1,1,25.0,53,2.94,1
18,1,2,4,2.9,1.7,1,8.0,4,1,2,16.0,68,3.16,2
18,1,2,6,5.1,2.0,1,5.3,1,0,4,18.0,67,3.2,2
20,1,2,2,3.3,2.3,1,7.9,4,0,4,7.0,91,3.79,2
17,0,0,6,2.1,1.7,0,7.7,3,0,2,3.0,98,3.76,2
17,0,0,4,4.8,2.4,1,8.1,3,1,3,11.0,88,3.68,2
18,0,2,4,2.2,2.2,0,8.2,4,0,3,4.0,85,3.56,2
20,0,2,4,3.8,1.5,1,6.8,2,0,1,11.0,74,3.31,2
19,0,2,6,7.5,2.0,1,6.8,2,0,2,12.0,71,3.37,2
20,1,2,4,5.0,2.3,1,7.2,3,1,4,15.0,98,3.46,2
21,0,2,4,5.7,1.1,1,4.7,2,1,2,24.0,61,2.61,1
16,0,0,0,4.6,1.3,1,7.2,3,0,3,7.0,82,3.34,2
19,1,2,4,6.6,2.4,1,5.9,1,1,1,13.0,82,3.4,2
21,0,2,6,3.2,1.7,1,7.3,3,1,3,7.0,79,3.82,2
21,0,2,0,10.0,1.4,1,3.8,1,1,1,36.0,34,2.65,0
20,1,2,3,2.2,2.3,0,8.6,4,1,2,2.0,93,3.33,2
18,1,2,0,2.4,2.2,1,7.9,3,0,2,5.0,91,4.0,2
19,0,2,6,4.5,1.7,1,6.0,3,0,4,15.0,74,3.23,2
22,1,1,4,11.3,0.8,1,5.5,1,1,3,20.0,55,3.04,1
18,0,2,0,6.1,2.2,1,5.9,3,1,1,10.0,79,3.39,2
17,0,0,3,8.3,2.3,1,5.5,1,1,2,12.0,62,2.71,1
21,2,2,4,4.6,1.5,1,7.1,2,0,3,5.0,95,3.44,2
19,0,2,5,6.7,2.2,0,5.5,2,1,3,11.0,73,3.45,2
22,1,2,0,4.8,2.7,1,6.1,1,1,0,14.0,86,3.21,2
16,0,0,0,4.0,2.0,1,5.8,2,1,3,4.0,87,3.52,2
18,1,2,0,3.8,1.9,1,7.1,3,0,3,3.0,96,3.8,2
22,1,2,4,7.5,2.0,1,5.1,2,1,3,15.0,63,3.43,2
21,0,2,4,3.8,1.1,1,6.3,2,1,2,9.0,81,3.94,2
19,0,2,6,9.3,0.4,1,5.1,1,1,2,23.0,62,3.04,1
17,0,0,0,4.8,2.2,0,5.8,1,1,3,8.0,78,3.9,2
15,1,0,5,4.2,1.2,1,8.0,4,1,4,8.0,87,3.99,2
17,1,0,0,3.8,1.6,0,6.6,3,1,3,5.0,89,4.0,2
26,0,1,0,3.9,1.4,0,8.3,3,0,1,9.0,87,3.84,2
16,0,0,4,3.7,2.8,1,6.8,3,0,2,5.0,95,3.44,2
18,0,2,4,4.0,4.0,1,7.7,5,1,4,16.0,84,3.48,2
19,1,2,3,2.9,2.3,1,7.1,4,1,0,6.0,95,3.94,2
18,0,2,5,8.8,1.9,1,6.0,1,1,2,14.0,68,2.85,2
20,1,2,0,6.1,1.0,1,6.8,1,1,4,17.0,75,3.26,2
21,1,2,0,2.3,0.6,1,8.1,5,0,3,11.0,98,3.57,2
20,0,2,6,5.2,1.7,1,7.0,3,1,4,12.0,85,3.69,2
17,1,0,0,2.9,0.8,1,7.4,3,0,1,5.0,97,3.62,2
19,1,2,4,6.1,3.1,0,7.6,3,1,2,14.0,83,3.09,2
17,0,0,3,9.4,0.3,1,4.9,1,1,4,16.0,77,3.42,2
20,0,2,4,8.8,1.6,1,4.9,1,0,2,27.0,69,3.1,1
17,0,0,6,4.4,2.6,1,6.2,2,0,2,14.0,88,3.06,2
19,0,2,6,7.7,0.6,0,5.0,1,1,3,13.0,76,3.38,2
15,0,0,3,3.6,0.2,1,5.8,1,0,2,12.0,81,3.43,2
22,1,1,6,6.9,2.7,1,6.8,1,1,1,15.0,64,3.35,2
17,0,0,0,2.7,0.4,1,7.5,3,0,3,0.0,89,4.0,2
18,0,2,0,4.3,1.3,1,7.8,3,0,2,8.0,86,3.77,2
16,1,0,4,4.6,1.4,1,7.5,3,1,2,9.0,78,3.84,2
18,1,2,0,1.3,2.5,1,8.1,4,0,0,1.0,98,4.0,2
17,0,0,4,3.5,2.1,1,6.7,2,1,2,8.0,98,3.74,2
15,1,0,4,4.4,1.8,0,6.1,2,0,3,13.0,79,3.48,2
17,1,0,4,10.9,1.3,1,4.8,1,1,3,28.0,63,2.98,1
15,1,0,6,4.3,2.5,1,7.4,2,0,0,12.0,93,3.51,2
22,0,1,6,6.7,2.5,1,6.3,2,1,4,18.0,71,3.01,2
20,1,2,0,4.8,0.7,1,5.9,3,0,3,15.0,74,3.89,2
17,0,0,6,5.2,2.0,1,5.7,2,1,3,24.0,79,3.32,2
18,1,2,0,2.1,1.5,1,7.2,4,0,1,5.0,98,3.75,2
26,1,1,3,5.8,1.9,1,7.2,3,0,3,14.0,85,3.48,2
18,0,2,3,5.4,0.9,1,6.6,3,1,0,17.0,72,3.1,2
19,2,2,3,4.2,1.3,1,6.5,2,0,1,18.0,89,3.33,2
18,0,2,4,6.6,0.7,1,5.8,3,1,2,14.0,73,3.61,2
18,0,2,0,3.6,2.1,0,8.0,4,1,2,8.0,86,3.71,2
16,0,0,6,8.9,1.5,1,5.0,1,1,3,21.0,54,2.91,1
